752.000000,85.000000
855.000000,83.000000
871.000000,162.000000
734.000000,79.000000
610.000000,81.000000
582.000000,83.000000
921.000000,281.000000
492.000000,81.000000
569.000000,81.000000
462.000000,80.000000
907.000000,243.000000
643.000000,84.000000
862.000000,84.000000
524.000000,82.000000
679.000000,80.000000
902.000000,226.000000
918.000000,260.000000
828.000000,82.000000
875.000000,186.000000
809.000000,77.000000
894.000000,223.000000
Lagrange 
460,644015881.823207
461,287623785.412251
462,80.000000
463,-228341128.588186
464,-405826115.315592
465,-539921995.613469
466,-637228918.214659
467,-703564588.474621
468,-744041681.400709
469,-763138667.649094
470,-764764541.831007
471,-752317910.494064
472,-728740867.011214
473,-696568052.226363
474,-657971272.982480
475,-614800025.508905
476,-568618246.988965
477,-520737596.387877
478,-472247544.720950
479,-424042535.311820
480,-376846456.161869
481,-331234649.262062
482,-287653665.463559
483,-246438958.327199
484,-207830696.137059
485,-171987857.937344
486,-139000766.984145
487,-108902203.345983
488,-81677226.493866
489,-57271828.549152
490,-35600529.364767
491,-16553015.762568
492,81.000000
493,14202183.143193
494,26206460.415877
495,36172147.688374
496,44261419.666528
497,50636762.038303
498,55458783.680547
499,58884419.479840
500,61065477.882059
501,62147491.503447
502,62268833.033400
503,61560062.256645
504,60143473.339185
505,58132814.577134
506,55633155.617436
507,52740879.741022
508,49543781.167653
509,46121249.512094
510,42544525.507150
511,38877013.923379
512,35174641.270092
513,31486247.369238
514,27854001.263363
515,24313833.161483
516,20895875.251644
517,17624905.225281
518,14520787.274316
519,11598906.145395
520,8870590.573694
521,6343523.078552
522,4022133.690849
523,1907975.703793
524,82.000000
525,-1704699.086281
526,-3211389.057412
527,-4526586.067125
528,-5658193.369992
529,-6615169.283891
530,-7407298.348058
531,-8044983.194641
532,-8539056.514764
533,-8900612.388344
534,-9140856.157368
535,-9270971.952883
536,-9302006.934148
537,-9244771.262297
538,-9109752.808540
539,-8907045.586680
540,-8646290.899985
541,-8336630.201747
542,-7986668.685927
543,-7604448.647914
544,-7197431.684531
545,-6772488.836063
546,-6335897.810351
547,-5893346.469127
548,-5449941.799077
549,-5010223.633875
550,-4578182.438296
551,-4157280.510704
552,-3750476.005584
553,-3360249.222748
554,-2988630.654181
555,-2637230.322919
556,-2307267.990572
557,-1999603.850970
558,-1714769.366779
559,-1452997.943582
560,-1214255.171839
561,-998268.401227
562,-804555.443987
563,-632452.234185
564,-481139.298052
565,-349666.916900
566,-236978.888543
567,-141934.815615
568,-63330.869827
569,81.000000
570,49575.431249
571,86437.581943
572,111948.622406
573,127372.758085
574,133945.746860
575,132864.864924
576,125280.267416
577,112287.683358
578,94922.378993
579,74154.319206
580,50884.453393
581,25942.049706
582,83.000000
583,-26010.982917
584,-51732.354251
585,-76546.990349
586,-99992.782767
587,-121677.648449
588,-141277.029077
589,-158530.950161
590,-173240.707669
591,-185265.246862
592,-194517.294725
593,-200959.303855
594,-204599.262061
595,-205486.418166
596,-203706.970719
597,-199379.762504
598,-192652.019884
599,-183695.172256
600,-172700.783124
601,-159876.620664
602,-145442.892075
603,-129628.662570
604,-112668.476541
605,-94799.195282
606,-76257.062595
607,-57275.006805
608,-38080.184972
609,-18891.772626
610,81.000000
611,18640.566416
612,36602.500117
613,53796.753548
614,70068.666311
615,85279.750552
616,99308.262745
617,112049.572150
618,123416.337163
619,133338.501533
620,141763.123048
621,148654.047752
622,153991.443106
623,157771.203714
624,160004.243312
625,160715.686722
626,159943.975325
627,157739.899405
628,154165.570412
629,149293.345783
630,143204.718560
631,135989.183472
632,127743.090619
633,118568.497283
634,108572.027712
635,97863.750065
636,86556.079006
637,74762.711678
638,62597.604083
639,50173.994142
640,37603.476972
641,24995.137162
642,12454.742146
643,84.000000
644,-12020.115636
645,-23765.971544
646,-35067.810452
647,-45846.215371
648,-56028.502610
649,-65549.043853
650,-74349.518248
651,-82379.095908
652,-89594.554685
653,-95960.332471
654,-101448.517675
655,-106038.780814
656,-109718.250498
657,-112481.337277
658,-114329.509102
659,-115271.022264
660,-115320.611851
661,-114499.145853
662,-112833.247116
663,-110354.887379
664,-107100.957624
665,-103112.818967
666,-98435.838231
667,-93118.912276
668,-87213.985064
669,-80775.561299
670,-73860.220314
671,-66526.133757
672,-58832.590393
673,-50839.531174
674,-42607.097501
675,-34195.195387
676,-25663.078007
677,-17068.948861
678,-8469.587562
679,80.000000
680,8526.905610
681,16820.615524
682,24913.279096
683,32759.948448
684,40318.788633
685,47551.257976
686,54422.258486
687,60900.256463
688,66957.373593
689,72569.449065
690,77716.073367
691,82380.594640
692,86550.098584
693,90215.363073
694,93370.788768
695,96014.307113
696,98147.267218
697,99774.303217
698,100903.183756
699,101544.645325
700,101712.211208
701,101421.997830
702,100692.510332
703,99544.429173
704,98000.389590
705,96084.755692
706,93823.390966
707,91243.426904
708,88373.031436
709,85241.178763
710,81877.422155
711,78311.671156
712,74573.974597
713,70694.310705
714,66702.385493
715,62627.440547
716,58498.071186
717,54342.055898
718,50186.197808
719,46056.178863
720,41976.427285
721,37969.998723
722,34058.471456
723,30261.855861
724,26598.518267
725,23085.119202
726,19736.565967
727,16565.979326
728,13584.674061
729,10802.153018
730,8226.114203
731,5862.470405
732,3715.380769
733,1787.293640
